City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Herat,AF,2020-08-21 03:07:19,34.5,62.0,66.2,20,0,2.24
306,Gboko,NG,2020-08-21 03:07:19,7.32,9.0,72.5,95,100,8.3
307,Korla,CN,2020-08-21 03:06:18,41.76,86.15,76.44,44,41,12.88
308,Bongor,TD,2020-08-21 03:07:19,10.28,15.37,71.85,94,100,4.79
309,Copiapo,CL,2020-08-21 03:04:13,-27.37,-70.33,51.8,81,0,5.82
310,Mitsamiouli,KM,2020-08-21 03:06:42,-11.38,43.28,75.74,70,67,6.82
311,Airai,TL,2020-08-21 03:06:34,-8.93,125.41,78.85,22,0,5.5
312,Katsuura,JP,2020-08-21 03:05:53,35.13,140.3,98.01,59,75,12.75
313,Chililabombwe,ZM,2020-08-21 03:07:20,-12.36,27.82,61.05,64,0,8.99
314,Rapid Valley,US,2020-08-21 03:07:20,44.06,-103.15,80.6,39,1,5.82
315,Springbok,ZA,2020-08-21 03:07:20,-29.66,17.89,44.96,55,0,10.33
316,Alghero,IT,2020-08-21 03:07:20,40.56,8.32,73.4,83,0,2.24
317,Faanui,PF,2020-08-21 03:06:20,-16.48,-151.75,77.88,79,18,23.26
318,Provideniya,RU,2020-08-21 03:05:44,64.38,-173.3,53.6,71,75,15.66
319,College,US,2020-08-21 03:06:49,64.86,-147.8,69.8,46,75,9.17
320,Turbat,PK,2020-08-21 03:07:20,26.0,63.04,83.32,75,38,1.54
321,Kuching,MY,2020-08-21 03:07:20,1.55,110.33,87.8,74,20,5.82
322,Isiro,CD,2020-08-21 03:07:21,2.77,27.62,64.53,97,86,0.49
323,Yeppoon,AU,2020-08-21 03:07:21,-23.13,150.73,77.0,17,12,6.93
324,Altoona,US,2020-08-21 03:07:21,40.52,-78.39,69.8,60,1,5.82
325,Sao Joao Da Barra,BR,2020-08-21 03:05:04,-21.64,-41.05,70.88,76,76,20.24
326,Talnakh,RU,2020-08-21 03:05:53,69.49,88.4,62.6,55,0,8.95
327,Acari,PE,2020-08-21 03:06:46,-15.43,-74.62,62.15,67,86,3.36
328,Kaitangata,NZ,2020-08-21 03:06:04,-46.28,169.85,52.0,76,100,4.0
329,Lincolnton,US,2020-08-21 03:07:21,35.47,-81.25,73.99,100,75,3.15
330,Salalah,OM,2020-08-21 03:06:03,17.02,54.09,77.0,100,90,5.82
331,Yulara,AU,2020-08-21 03:07:21,-25.24,130.99,69.8,22,0,8.05
332,Teguise,ES,2020-08-21 03:07:21,29.06,-13.56,71.6,83,0,14.99
333,Deputatskiy,RU,2020-08-21 03:07:21,69.3,139.9,39.76,72,97,1.9
334,Cotonou,BJ,2020-08-21 03:07:21,6.37,2.42,75.6,87,100,15.93
335,Sur,OM,2020-08-21 03:07:22,22.57,59.53,90.95,53,100,1.34
336,Uarini,BR,2020-08-21 03:07:22,-2.99,-65.11,82.13,59,84,2.44
337,Zell Am See,AT,2020-08-21 03:07:22,47.33,12.79,57.0,91,0,6.46
338,Awassa,ET,2020-08-21 03:07:22,7.05,38.47,60.1,85,80,1.83
339,Ornskoldsvik,SE,2020-08-21 03:06:35,63.29,18.72,51.8,100,0,2.24
340,Potam,MX,2020-08-21 03:07:22,27.6,-110.38,84.99,75,100,3.0
341,Dakar,SN,2020-08-21 03:06:02,14.69,-17.44,82.4,83,75,16.11
342,Kautokeino,NO,2020-08-21 03:07:22,69.01,23.04,47.1,93,100,4.41
343,Port Blair,IN,2020-08-21 03:06:50,11.67,92.75,82.4,88,75,3.36
344,Big Spring,US,2020-08-21 03:07:22,32.25,-101.48,84.2,30,1,16.11
345,Banamba,ML,2020-08-21 03:07:22,13.55,-7.45,75.2,87,56,6.69
346,Xuanzhou,CN,2020-08-21 03:07:23,30.95,118.76,89.78,66,77,5.35
347,Enid,US,2020-08-21 03:07:23,36.4,-97.88,78.01,57,1,9.17
348,Deer Lake,CA,2020-08-21 03:05:07,49.17,-57.43,59.0,87,90,11.41
349,Curup,ID,2020-08-21 03:07:23,-3.47,102.53,80.73,61,50,4.41
350,Aquiraz,BR,2020-08-21 03:04:04,-3.9,-38.39,78.8,83,40,8.05
351,Innisfail,AU,2020-08-21 03:07:23,-17.53,146.03,84.99,26,15,1.01
352,Tabas,IR,2020-08-21 03:07:23,33.6,56.92,86.0,16,0,2.24
353,Tamandare,BR,2020-08-21 03:03:31,-8.76,-35.1,75.45,88,75,9.73
354,Zielona Gora,PL,2020-08-21 03:07:23,51.94,15.51,70.0,36,97,5.19
355,Abeche,TD,2020-08-21 03:07:23,13.83,20.83,75.27,83,70,8.21
356,Rio Claro,BR,2020-08-21 03:07:23,-22.41,-47.56,64.0,82,75,12.75
357,Fallon,US,2020-08-21 03:07:23,39.47,-118.78,91.4,10,75,5.82
358,Lluta,PE,2020-08-21 03:07:23,-16.01,-72.01,44.58,60,6,0.78
359,Nurota,UZ,2020-08-21 03:07:23,40.56,65.69,75.2,25,0,9.17
360,Beaverlodge,CA,2020-08-21 03:07:24,55.22,-119.44,57.2,93,90,2.24
361,Lingao,CN,2020-08-21 03:07:24,19.91,109.69,86.31,71,100,7.67
362,Matara,LK,2020-08-21 03:07:24,5.95,80.54,81.32,78,88,10.02
363,Waingapu,ID,2020-08-21 03:07:24,-9.66,120.26,85.68,55,1,11.68
364,Kharabali,RU,2020-08-21 03:07:24,47.42,47.26,68.0,79,100,10.02
365,Acapulco,MX,2020-08-21 03:06:26,16.86,-99.89,82.4,83,90,3.36
366,Noumea,NC,2020-08-21 03:07:24,-22.28,166.46,80.6,51,20,10.29
367,Svetlogorsk,BY,2020-08-21 03:07:24,52.63,29.73,60.39,94,100,5.86
368,Raudeberg,NO,2020-08-21 03:06:14,61.99,5.14,63.0,88,100,7.72
369,Borova,UA,2020-08-21 03:07:24,50.18,30.1,68.0,82,36,2.24
370,Grootfontein,NA,2020-08-21 03:07:24,-19.57,18.12,37.13,55,65,5.91
371,Guanay,BO,2020-08-21 03:07:25,-15.5,-67.88,61.59,85,100,2.26
372,Bardsir,IR,2020-08-21 03:07:25,29.92,56.57,71.6,32,20,4.7
373,Nangomba,TZ,2020-08-21 03:07:25,-10.9,38.5,64.47,92,66,1.81
374,Los Llanos De Aridane,ES,2020-08-21 03:07:25,28.66,-17.92,70.0,83,0,8.05
375,Cam Ranh,VN,2020-08-21 03:07:25,11.92,109.16,91.4,63,20,4.7
376,Karla,EE,2020-08-21 03:07:25,59.37,24.93,57.99,93,70,3.36
377,Agartala,IN,2020-08-21 03:07:25,23.84,91.28,82.4,83,75,3.36
378,Lumut,MY,2020-08-21 03:07:25,4.23,100.63,86.0,79,20,3.36
379,Safford,US,2020-08-21 03:07:26,32.83,-109.71,91.4,24,1,14.99
380,Kaohsiung,TW,2020-08-21 03:07:26,22.62,120.31,86.0,70,75,8.05
381,Asau,RO,2020-08-21 03:06:06,46.43,26.4,59.0,94,0,4.5
382,Zaykovo,RU,2020-08-21 03:07:26,57.56,62.76,53.15,96,40,4.43
383,Kuruman,ZA,2020-08-21 03:07:26,-27.45,23.43,37.0,42,0,15.17
384,Dzhebariki-Khaya,RU,2020-08-21 03:07:27,62.22,135.8,61.25,41,0,6.42
385,Guarapari,BR,2020-08-21 03:07:27,-20.67,-40.5,73.4,78,75,9.17
386,Barra Patuca,HN,2020-08-21 03:07:27,15.8,-84.28,80.38,80,99,4.52
387,Londoko,RU,2020-08-21 03:07:27,49.03,131.98,72.88,40,0,9.86
388,Makakilo City,US,2020-08-21 03:06:13,21.35,-158.09,87.8,52,75,6.93
389,Geraldton,AU,2020-08-21 03:06:13,-28.77,114.6,60.8,67,99,13.87
390,Caraballeda,VE,2020-08-21 03:07:27,10.61,-66.85,82.4,78,20,5.3
391,Baiyin,CN,2020-08-21 03:07:27,36.56,104.21,66.2,63,40,4.47
392,Sterling,US,2020-08-21 03:03:07,39.01,-77.43,72.0,73,20,4.7
393,Katangli,RU,2020-08-21 03:07:28,51.71,143.23,70.18,49,0,16.31
394,Xining,CN,2020-08-21 03:04:22,36.62,101.77,69.46,53,100,5.03
395,Bridlington,GB,2020-08-21 03:07:28,54.08,-0.19,61.0,75,68,1.99
396,Phonhong,LA,2020-08-21 03:07:28,18.5,102.42,80.6,88,90,2.24
397,Izhma,RU,2020-08-21 03:07:28,65.01,53.91,52.21,90,100,10.07
398,Mansa,IN,2020-08-21 03:07:28,29.98,75.38,83.68,72,22,10.27
399,Miraflores,MX,2020-08-21 03:06:50,19.22,-98.81,64.4,77,90,2.95
400,Santiago,CL,2020-08-21 03:06:59,-33.46,-70.65,54.0,61,0,3.2
401,Kasempa,ZM,2020-08-21 03:07:28,-13.46,25.83,62.76,60,1,8.79
402,Sungairaya,ID,2020-08-21 03:07:28,0.7,108.9,88.16,62,38,3.42
403,Rosetta,EG,2020-08-21 03:07:29,31.4,30.42,77.0,83,20,4.7
404,Rio Gallegos,AR,2020-08-21 03:02:58,-51.62,-69.22,41.0,80,100,10.29
405,Zabol,AF,2020-08-21 03:06:32,32.25,67.25,75.94,17,0,4.05
406,Teguldet,RU,2020-08-21 03:07:29,57.31,88.17,63.03,54,98,5.7
407,Gympie,AU,2020-08-21 03:07:29,-26.19,152.66,71.01,32,24,1.99
408,Lingyuan,CN,2020-08-21 03:07:29,41.24,119.4,74.16,34,0,6.8
409,Broken Hill,AU,2020-08-21 03:05:45,-31.95,141.43,57.2,50,90,24.16
410,Naantali,FI,2020-08-21 03:07:29,60.47,22.02,51.8,100,0,2.24
411,Delta Del Tigre,UY,2020-08-21 03:07:29,-34.76,-56.39,39.2,69,0,4.7
412,Praia,CV,2020-08-21 03:03:07,14.92,-23.51,78.8,69,20,8.05
413,Ponta Delgada,PT,2020-08-21 03:07:29,37.73,-25.67,71.6,94,40,5.82
414,Warrenton,ZA,2020-08-21 03:07:29,-28.11,24.85,32.5,82,0,4.47
415,Lithakia,GR,2020-08-21 03:07:29,37.72,20.83,73.4,69,20,2.24
416,Fribourg,CH,2020-08-21 03:07:30,46.8,7.15,68.0,77,0,1.99
417,Maringa,BR,2020-08-21 03:07:30,-23.43,-51.94,50.38,94,100,10.0
418,Taoudenni,ML,2020-08-21 03:07:30,22.68,-3.98,95.32,14,0,4.14
419,Lloydminster,CA,2020-08-21 03:07:30,53.28,-110.0,68.0,68,90,6.93
420,Iquitos,PE,2020-08-21 03:06:23,-3.75,-73.25,76.14,86,33,1.81
421,Ewa Beach,US,2020-08-21 03:06:36,21.32,-158.01,87.8,52,75,6.93
422,Bosaso,SO,2020-08-21 03:07:30,11.28,49.18,88.9,49,31,22.12
423,Wanning,CN,2020-08-21 03:07:30,18.8,110.4,85.68,71,100,4.25
424,Nanortalik,GL,2020-08-21 03:06:38,60.14,-45.24,44.94,72,0,3.33
425,Hovd,MN,2020-08-21 03:06:05,48.01,91.64,62.1,59,0,3.62
426,Palasa,IN,2020-08-21 03:04:17,18.77,84.42,79.3,86,100,9.53
427,Emba,KZ,2020-08-21 03:07:30,48.83,58.14,59.29,59,43,3.69
428,Ashqelon,IL,2020-08-21 03:07:30,31.67,34.57,75.2,73,20,8.05
429,Sulangan,PH,2020-08-21 03:07:30,11.14,123.72,83.23,74,100,5.32
430,Limbang,MY,2020-08-21 03:07:31,4.75,115.0,87.8,66,75,2.24
431,Cabangahan,PH,2020-08-21 03:07:31,9.08,122.95,82.87,73,100,3.96
432,Kyshtovka,RU,2020-08-21 03:07:31,56.55,76.63,51.21,95,100,8.21
433,Araouane,ML,2020-08-21 03:07:31,18.9,-3.53,95.81,22,0,4.59
434,Buraydah,SA,2020-08-21 03:06:34,26.33,43.98,78.8,36,12,4.29
435,Lovozero,RU,2020-08-21 03:07:31,68.0,35.01,54.77,93,100,1.92
436,Kovylkino,RU,2020-08-21 03:07:31,54.04,43.91,47.59,81,3,3.49
437,Mwinilunga,ZM,2020-08-21 03:07:31,-11.74,24.43,60.22,46,57,4.97
438,Kjollefjord,NO,2020-08-21 03:06:39,70.95,27.35,48.2,84,59,5.79
439,Virginia Beach,US,2020-08-21 03:02:32,36.85,-75.98,75.99,83,75,3.36
440,Bloomfield,US,2020-08-21 03:07:31,40.81,-74.19,73.4,63,1,5.37
441,Hanzhong,CN,2020-08-21 03:07:32,33.07,107.03,77.4,74,70,5.48
442,Lumphat,KH,2020-08-21 03:07:32,13.49,106.98,80.91,82,84,1.95
443,Marzuq,YE,2020-08-21 03:07:32,14.4,46.47,78.57,59,53,7.16
444,San Rafael,AR,2020-08-21 03:05:34,-34.62,-68.33,46.92,42,0,2.44
445,Qaqortoq,GL,2020-08-21 03:06:13,60.72,-46.03,46.4,70,0,5.82
446,Bhainsa,IN,2020-08-21 03:07:32,26.95,76.9,82.83,78,85,13.42
447,Along,IN,2020-08-21 03:07:32,28.17,94.77,83.32,64,48,1.48
448,Taiobeiras,BR,2020-08-21 03:04:05,-15.81,-42.23,62.06,81,0,3.47
449,Cerrito,CO,2020-08-21 03:05:48,6.84,-72.69,50.9,84,15,4.18
450,Chapais,CA,2020-08-21 03:07:32,49.78,-74.85,53.6,93,90,2.24
451,Roma,US,2020-08-21 03:07:32,43.21,-75.46,64.4,72,1,4.7
452,Loei,TH,2020-08-21 03:07:33,17.42,101.5,78.8,94,75,4.7
453,Logan,US,2020-08-21 03:06:50,41.74,-111.83,79.0,28,0,3.65
454,Marathon,US,2020-08-21 03:07:33,44.9,-89.77,73.4,73,90,3.36
455,Aykhal,RU,2020-08-21 03:07:33,66.0,111.5,57.2,44,32,2.24
456,Christchurch,NZ,2020-08-21 03:06:11,-43.53,172.63,52.0,93,100,10.29
457,Pontianak,ID,2020-08-21 03:07:33,-0.03,109.33,89.96,57,8,1.07
458,Tarauaca,BR,2020-08-21 03:04:57,-8.16,-70.77,75.11,86,6,1.43
459,Kruisfontein,ZA,2020-08-21 03:06:40,-34.0,24.73,51.01,92,3,4.34
460,Torquay,GB,2020-08-21 03:07:33,50.46,-3.51,66.0,84,57,15.01
461,Lundazi,ZM,2020-08-21 03:07:33,-12.29,33.18,62.17,69,71,8.52
462,Baryshivka,UA,2020-08-21 03:07:34,50.36,31.32,60.8,77,22,6.71
463,Ukiah,US,2020-08-21 03:07:21,39.15,-123.21,82.4,34,1,10.29
464,Burnie,AU,2020-08-21 03:07:34,-41.07,145.92,48.99,81,100,4.0
465,Berezovyy,RU,2020-08-21 03:07:34,51.67,135.7,75.22,37,90,12.35
466,Port Hardy,CA,2020-08-21 03:01:29,50.7,-127.42,59.0,100,75,11.41
467,Calatayud,ES,2020-08-21 03:07:34,41.35,-1.64,75.2,88,3,3.31
468,Kalabagh,PK,2020-08-21 03:07:34,32.97,71.56,82.6,71,35,6.38
469,Carutapera,BR,2020-08-21 03:07:34,-1.2,-46.02,77.32,83,0,6.91
470,Gasa,PS,2020-08-21 03:04:14,31.5,34.47,75.2,73,20,8.05
471,Tongliao,CN,2020-08-21 03:07:34,43.61,122.27,74.41,32,0,8.03
472,Saint-Augustin,CA,2020-08-21 03:06:34,51.23,-58.65,54.57,80,50,14.36
473,Tortosa,ES,2020-08-21 03:07:34,40.81,0.52,75.99,90,1,1.07
474,Chiang Mai,TH,2020-08-21 03:04:12,18.79,98.98,77.0,88,75,8.05
475,Puerto Escondido,MX,2020-08-21 03:07:34,15.85,-97.07,81.97,74,100,0.76
476,Lavrentiya,RU,2020-08-21 03:06:03,65.58,-171.0,51.26,73,100,6.15
477,Petropavlovskoye,RU,2020-08-21 03:07:34,52.07,84.11,70.14,39,93,5.48
478,Zhuhai,CN,2020-08-21 03:07:35,22.28,113.57,91.99,79,20,4.7
479,Ruzomberok,SK,2020-08-21 03:07:35,49.07,19.31,59.0,93,0,2.77
480,Khilok,RU,2020-08-21 03:07:35,51.37,110.47,72.21,49,94,4.88
481,Stornoway,GB,2020-08-21 03:06:34,58.21,-6.39,60.8,82,100,10.29
482,Guerrero Negro,MX,2020-08-21 03:06:17,27.98,-114.06,77.56,67,100,13.89
483,Moerai,PF,2020-08-21 03:07:35,-22.43,-151.33,69.84,72,90,25.17
484,Price,US,2020-08-21 03:02:56,39.6,-110.81,84.2,23,1,11.41
485,Turtas,RU,2020-08-21 03:07:35,58.94,69.13,56.57,86,95,5.55
486,Dolores,AR,2020-08-21 03:04:53,-36.31,-57.68,38.34,71,0,8.99
487,Turukhansk,RU,2020-08-21 03:06:34,65.82,87.98,62.04,74,1,14.63
488,Dunedin,NZ,2020-08-21 03:03:32,-45.87,170.5,51.01,88,100,3.0
489,Coquimbo,CL,2020-08-21 03:07:35,-29.95,-71.34,46.4,100,0,3.36
490,Tutoia,BR,2020-08-21 03:07:35,-2.76,-42.27,78.87,81,85,11.39
491,Pringsewu,ID,2020-08-21 03:07:36,-5.36,104.97,83.93,65,72,5.39
492,El Alto,PE,2020-08-21 03:07:36,-4.27,-81.21,61.12,84,62,14.23
493,Ostrovnoy,RU,2020-08-21 03:06:00,68.05,39.51,55.51,80,100,14.7
494,Colborne,CA,2020-08-21 03:07:36,44.0,-77.88,71.6,64,20,8.05
495,Fairbanks,US,2020-08-21 03:06:16,64.84,-147.72,69.8,52,90,4.76
496,Kabanjahe,ID,2020-08-21 03:07:36,3.1,98.49,84.2,83,75,4.7
497,Castel San Giovanni,IT,2020-08-21 03:07:37,45.06,9.43,75.0,81,0,1.48
498,Batagay-Alyta,RU,2020-08-21 03:07:37,67.8,130.41,45.81,55,19,5.01
499,Kulhudhuffushi,MV,2020-08-21 03:06:46,6.62,73.07,82.54,73,100,8.86
500,Coihaique,CL,2020-08-21 03:07:37,-45.58,-72.07,41.0,75,94,5.82
501,Mantua,IT,2020-08-21 03:07:37,45.17,10.78,72.0,85,0,1.01
502,Kuryk,KZ,2020-08-21 03:07:37,43.2,51.65,79.07,35,0,8.48
503,Bonthe,SL,2020-08-21 03:07:37,7.53,-12.51,76.08,86,100,11.3
504,Searcy,US,2020-08-21 03:03:41,35.25,-91.74,73.99,78,1,3.36
505,Faya,SA,2020-08-21 03:06:26,18.39,42.45,69.8,48,28,5.17
506,Omsukchan,RU,2020-08-21 03:07:37,62.53,155.8,46.02,84,100,9.04
507,Hualmay,PE,2020-08-21 03:07:37,-11.1,-77.61,59.88,83,94,8.41
508,Bluefields,NI,2020-08-21 03:07:37,12.01,-83.76,78.08,86,100,1.52
509,Makushino,RU,2020-08-21 03:07:37,55.21,67.24,53.53,91,76,8.19
510,Baykit,RU,2020-08-21 03:07:37,61.67,96.37,65.95,60,10,4.34
511,Lamont,US,2020-08-21 03:07:38,35.26,-118.91,91.0,25,0,1.01
512,Biloela,AU,2020-08-21 03:07:38,-24.42,150.5,72.59,24,0,11.54
513,Bandundu,CD,2020-08-21 03:07:38,-3.32,17.37,77.67,67,100,4.03
514,Agua Verde,MX,2020-08-21 03:07:38,22.9,-106.05,82.99,83,40,3.36
515,Carira,BR,2020-08-21 03:07:38,-10.36,-37.7,65.88,100,49,6.35
516,Luganville,VU,2020-08-21 03:07:38,-15.53,167.17,82.4,83,40,3.36
517,Tomatlan,MX,2020-08-21 03:06:38,19.93,-105.25,75.31,87,100,0.09
518,George,ZA,2020-08-21 03:05:37,-33.96,22.46,48.2,100,46,3.36
519,Arua,UG,2020-08-21 03:05:16,3.02,30.91,63.79,88,58,0.96
520,Veshenskaya,RU,2020-08-21 03:07:38,49.63,41.73,61.32,55,100,8.05
521,Petropavlovsk-Kamchatskiy,RU,2020-08-21 03:05:49,53.05,158.65,62.6,72,75,8.95
522,San Juan,AR,2020-08-21 03:06:54,-31.54,-68.54,44.08,52,0,2.48
523,Kloulklubed,PW,2020-08-21 03:07:38,7.04,134.26,79.25,82,100,1.36
524,Berlevag,NO,2020-08-21 03:03:04,70.86,29.09,48.74,79,18,8.28
525,Ikwiriri,TZ,2020-08-21 03:07:39,-7.96,38.97,67.46,95,72,1.54
526,Speedway,US,2020-08-21 03:04:04,39.8,-86.27,71.6,60,1,3.78
527,Charters Towers,AU,2020-08-21 03:06:47,-20.1,146.27,77.09,18,20,9.86
528,Domoni,KM,2020-08-21 03:07:39,-12.26,44.53,73.38,77,35,6.49
529,Farsund,NO,2020-08-21 03:07:39,58.09,6.8,64.0,95,44,13.35
530,Neuquen,AR,2020-08-21 03:07:39,-38.95,-68.06,46.4,70,0,6.6
531,Tosya,TR,2020-08-21 03:07:39,41.02,34.04,56.86,82,5,2.89
532,Hervey Bay,AU,2020-08-21 03:07:39,-25.3,152.85,78.01,24,25,10.29
533,Kushmurun,KZ,2020-08-21 03:06:17,52.45,64.63,54.63,85,72,8.16
534,Ballina,AU,2020-08-21 03:06:38,-28.87,153.57,70.0,37,40,11.41
535,Bartica,GY,2020-08-21 03:07:40,6.4,-58.62,77.0,100,20,4.7
536,Dali,CN,2020-08-21 03:07:40,25.7,100.18,72.68,66,3,1.86
537,Koungou,YT,2020-08-21 03:07:40,-12.73,45.2,75.2,78,37,9.17
538,Markala,ML,2020-08-21 03:07:40,13.7,-6.07,78.21,80,68,11.7
539,Bac Lieu,VN,2020-08-21 03:02:49,9.29,105.72,86.72,67,84,7.92
540,Barcelona,ES,2020-08-21 03:06:05,41.39,2.16,79.0,83,0,8.05
541,San Andres,CO,2020-08-21 03:07:40,12.58,-81.7,80.6,83,90,2.24
542,Suraabad,AZ,2020-08-21 03:07:40,40.82,49.47,68.0,88,0,2.24
543,Pitsunda,GE,2020-08-21 03:07:40,43.16,40.34,73.4,83,75,4.47
544,Emure,NG,2020-08-21 03:07:40,7.44,5.46,70.25,98,99,2.19
545,Sinnamary,GF,2020-08-21 03:06:37,5.38,-52.95,79.27,82,27,13.02
546,Jasper,US,2020-08-21 03:07:41,37.2,-94.35,75.2,57,1,5.82
547,La Ronge,CA,2020-08-21 03:07:41,55.1,-105.28,69.8,49,75,2.24
548,Abnub,EG,2020-08-21 03:07:41,27.27,31.15,75.2,50,0,11.41
549,Augustow,PL,2020-08-21 03:07:41,53.84,22.98,59.29,94,71,3.02
550,Teahupoo,PF,2020-08-21 03:07:41,-17.83,-149.27,78.8,74,75,8.05
551,Minatitlan,MX,2020-08-21 03:07:41,17.98,-94.52,77.68,86,29,3.65
552,Uvalde,US,2020-08-21 03:07:41,29.37,-99.77,80.6,57,1,3.36
553,Riyadh,SA,2020-08-21 03:03:09,24.69,46.72,78.8,24,1,4.7
554,Zhangye,CN,2020-08-21 03:07:41,38.93,100.45,72.46,53,59,22.06
555,Ostersund,SE,2020-08-21 03:07:41,63.18,14.64,59.0,82,18,10.29
556,Akdagmadeni,TR,2020-08-21 03:07:41,39.66,35.88,52.2,91,8,2.55
557,Porto Franco,BR,2020-08-21 03:07:42,-6.34,-47.4,74.14,39,1,2.33
558,Puerto Leguizamo,CO,2020-08-21 03:07:42,-0.19,-74.78,74.17,95,95,1.5
559,Imamoglu,TR,2020-08-21 03:07:42,37.27,35.66,79.0,88,40,1.12
560,Shiyan,CN,2020-08-21 03:07:42,32.65,110.78,73.0,81,100,10.0
561,Plettenberg Bay,ZA,2020-08-21 03:07:42,-34.05,23.37,54.75,81,43,2.84
562,Mackay,AU,2020-08-21 03:06:31,-21.15,149.2,79.0,31,0,12.75
563,Mastic Beach,US,2020-08-21 03:06:16,40.77,-72.85,66.2,82,1,10.13
564,Yarada,IN,2020-08-21 03:07:42,17.65,83.27,82.4,83,75,13.87
565,Mnogovershinnyy,RU,2020-08-21 03:07:43,53.94,139.92,62.04,44,2,21.72
